,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF ID,Remote/Onsite,Primary Work Month,Time Zone,Task ID,Company,"Executive 
Sponsor",Project Lead,Project Support,NVA ,Billing/Set Up,Products,Status,Next Steps,Contract Signed,SRA Enabled,SRA Kickoff (SRA),Receive Policies and Procedures/BAA (SRA),Review Policies and Procedures (SRA),Schedule Onsite/Remote Interview (SRA),Go Onsite/Have Interview (SRA),Recieve Requested Follow up Documentation (SRA),Review SRA (SRA),Schedule Final SRA Report (SRA),Present Final SRA Report (SRA),NVA Enabled,NVA Kickoff (NVA),Receive Network Security Platform,Receive Credentials (NVA),Verify Access (NVA),Execute External Scan,Execute Dark Web Scan,Install Nessus,Execute Internal Scan,AdTidy,SpecOps,Nmap Scan,Scans Completed (NVA),Access Removed (NVA),Compile Report (NVA),Schedule Final NVA Report (NVA),Present Final NVA Report (NVA),Total Days,P+P Days,Wrap Up Days,NVA Access,NVA Scans Complete,NVA Wrap Up Days,Kickoff + 30 days,ACD,Disparity,Kickoff + 28 days,ACD,Disparity,
7600,,,,,American HealthCare,Joe,Margaret,Margaret,Rachel,Billed/Set Up,SRA (Renewal),On Track,11/22 - Final Review 12/6,10/8/2024,,10/8/24,Not Applicable,Not Applicable,10/18/24,11/13/24,11/15/24,11/18/24,11/22/24,12/6/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,44,NA,4,,,,11/5/2024,12/6/2024,31,,,,
3437,,,,,HRH,Joe,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,11/26 - Rescheduled final review for 12/6,6/30/2024,,7/31/24,7/31/24,10/21/24,8/9/24,10/23/24,Not Applicable,11/22/24,11/26/24,12/6/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,93,59,23,NA,NA,NA,8/28/2024,12/6/2024,100,,,,
5782,,,,,Hinet (Remote),Joe ,Jordan,Jordan,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,11/19 - Final Review 12/10,9/8/2024,,9/17/24,9/17/24,9/24/24,10/1/24,10/29/24,Not Applicable,11/25/24,11/19/24,12/10/24,,9/17/24,10/10/24,10/10/24,11/1/24,11/12/2024,10/16/2024,11/7/2024,11/12/2024,11/13/2024,11/13/2024,11/13/2024,,,11/25/2024,11/19/2024,12/10/2024,61,6,20,34,9,9,10/15/2024,12/10/2024,56,10/15/2024,12/10/2024,56,
9842,,,,,Eastside Rheumatology PLLC (Remote),Joe,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,11/24 - Final review 12/10,9/6/2024,,9/13/24,9/13/24,9/13/24,10/17/24,11/8/24,Not Applicable,11/25/24,11/24/24,12/10/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,63,1,12,NA,NA,NA,10/11/2024,12/10/2024,60,,,,
8498,,,,,HOPE Clinic,Joe,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,11/26 - Final Review 12/11,10/1/2024,,10/11/24,10/14/24,11/12/24,10/11/24,11/14/24,Not Applicable,11/27/24,11/26/24,12/11/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,44,22,10,,,,11/8/2024,12/11/2024,33,,,,
8741,,,,,The Rose NVA,Joe,NA,NA,Rachel,Billed/Set Up,NVA (Renewal),On Track,"12/2 - NVA, scheduled final review for 12/12",9/21/2024,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,8/15/24,8/15/24,8/15/24,8/27/24,9/25/2024,8/27/2024,9/25/2024,9/25/2024,10/10/2024,10/10/2024,10/10/2024,,,12/6/2024,12/2/2024,12/12/2024,86,NA,NA,9,33,42,,,,9/12/2024,12/12/2024,91,
9235,,,,,"Reserve Health, PC (Remote)",Joe,Margaret,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,12/13 - Final Review 12/16,10/21/2024,,10/28/24,Not Applicable,Not Applicable,11/8/24,11/18/24,12/9/24,12/9/24,12/13/24,12/16/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,36,NA,16,,,,11/25/2024,12/16/2024,21,,,,
9791,,,,,Quinault Wellness Center,Joe,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,12/4 - Final Review 12/16,6/13/2024,,8/8/24,10/15/24,10/16/24,8/10/24,11/22/24,11/22/24,12/4/24,12/4/24,12/16/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,93,2,9,NA,NA,NA,9/5/2024,12/16/2024,102,,,,
8779,,,,,Connect Health + Wellness (Martinsville),Joe ,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,12/19 - Final Review 12/27,9/27/2024,,10/18/24,10/28/24,12/2/24,10/29/24,12/4/24,Not Applicable,12/26/24,12/19/24,12/27/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,51,26,17,NA,NA,NA,11/15/2024,12/27/2024,42,,,,
10578,,,,,Woodlands Healing Research Center (Remote),Joe,Margaret,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,12/18 - Final Review 12/30,10/25/2024,,10/28/24,Not Applicable,Not Applicable,11/5/24,11/25/24,12/17/24,12/23/24,12/18/24,12/30/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,46,NA,21,NA,NA,NA,11/25/2024,12/30/2024,35,,,,
,,,,,Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,18,14,15,10,19,,,45,,,46,
,,,,,Q1 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10779,,,,,Optimal Group (Remote),,Margaret,Margaret,NA,Billed/Set Up,SRA,On Track,"12/31 - Had to reschedule wrap up call, sent dated report",12/12/2024,,12/16/24,12/18/24,12/22/24,12/18/24,12/27/24,Not Applicable,12/27/24,12/31/24,1/2/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,14,3,1,NA,NA,NA,1/13/2025,1/2/2025,-11,,,,
3393,,,,,CCHS,Joe,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,12/5 - Final Review 1/2,6/18/2024,,10/3/24,10/23/24,10/29/24,8/1/24,11/20/24,Not Applicable,12/6/24,12/5/24,1/2/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,66,5,13,NA,NA,NA,10/31/2024,1/2/2025,63,,,,
7600,,,,,American HealthCare Q4 NVA,Joe,NA,NA,Dan,Billed/Set Up,NVA,On Track,12/27 - Final Review 1/7,12/9/2024,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,12/9/24,12/9/24,12/9/24,12/9/24,12/10/2024,12/12/2024,12/10/2024,12/12/2024,12/10/2024,12/10/2024,12/11/2024,,,12/17/2024,12/23/2024,1/7/2025,22,NA,NA,1,3,5,,,,1/6/2025,1/7/2025,1,
8753,,,,,"Arthritis, Rheumatic, and Bone Disease Associates",,Rachel,NA,Rachel,Billed/Set Up,NVA,On Track,12/30 - Final Review 1/8,11/15/2024,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,11/25/24,12/2/24,12/2/24,12/3/24,12/13/2024,12/13/2024,12/3/2024,12/13/2024,12/13/2024,12/13/2024,12/13/2024,,,12/23/2024,12/30/2024,1/8/2025,33,NA,NA,7,9,7,,,,12/23/2024,1/8/2025,16,
6022,,,,,Prism,Joe,Margaret,Margaret,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,12/18 - Final Review 1/8 sent final documents,10/28/2024,,10/3/24,10/16/24,12/2/24,10/28/24,12/4/24,Not Applicable,12/5/24,12/18/24,1/8/25,,10/28/24,11/20/24,11/20/24,11/27/24,11/28/2024,11/26/2024,11/27/2024,11/28/2024,11/27/2024,11/29/2024,11/29/2024,,,12/16/2024,12/18/2024,1/8/2025,70,34,2,23,3,12,10/31/2024,1/8/2025,69,11/25/2024,1/8/2025,44,
9121,,,,,"Frederick Foot and Ankle Specialists, PC (Remote)",,Jordan,Jordan,NA,Billed/Set Up,SRA,On Track,12/23 - Final Review 1/9 sent report,12/5/2024,,12/9/24,Not Applicable,Not Applicable,12/9/24,12/20/24,12/23/24,12/29/24,12/23/24,1/9/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,24,NA,6,NA,NA,NA,1/6/2025,1/9/2025,3,,,,
9119,,,,,Balance Health,Joe,Joe,Rachel,NA,Billed/Set Up,SRA (Renewal),On Track,12/17 - Final Review 1/13,11/1/2023,,10/8/24,11/19/24,12/2/24,10/8/24,12/4/24,Not Applicable,12/31/24,12/17/24,1/13/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,70,10,20,NA,NA,NA,11/5/2024,1/13/2025,69,,,,
9037,,,,,NeuroMicroSpine (Remote),Amanda,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,1/6 - Final Review 1/14,12/23/2025,,12/19/24,Not Applicable,Not Applicable,12/19/24,12/23/24,12/30/24,12/31/24,1/6/25,1/14/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,19,9,45,NA,NA,NA,1/16/2025,1/14/2025,-2,,,,
5950,,,,,Catalyst Medical,Amanda,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,1/8 - Final Review 1/16,12/9/2024,,12/3/24,12/17/24,12/17/24,12/3/24,12/19/24,Not Applicable,12/28/24,1/8/25,1/16/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,33,1,,NA,NA,NA,12/31/2024,1/16/2025,16,,,,
10685,,,,,UPC Q4 NVA,Joe,NA,NA,Dan,Billed/Set Up,NVA,On Track,12/24 - Final Review 1/20,10/8/2024,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,12/9/24,12/9/24,12/9/24,12/11/24,12/13/2024,12/12/2024,12/12/2024,12/12/2024,12/13/2024,12/13/2024,12/13/2024,,,12/24/2024,12/24/2024,1/20/2025,31,NA,NA,3,3,8,,,,1/6/2025,1/20/2025,14,
9320,,,,,"Phoenix Cardiac Surgery, P.C. (Remote)",Amanda,Margaret,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,1/17 - Final Review 1/27,11/13/2024,,11/13/24,12/4/24,12/9/24,11/13/24,12/9/24,1/17/25,1/22/25,1/17/25,1/27/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,54,4,33,NA,NA,NA,12/11/2024,1/27/2025,47,,,,
3439,,,,,GBMC (Remote),Joe,Margaret,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,1/22 - Final review 1/28,9/15/2024,,9/11/24,11/20/24,11/27/24,Not Applicable,1/16/25,1/16/25,1/22/25,1/22/25,1/28/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,100,6,5,NA,NA,NA,10/9/2024,1/28/2025,111,,,,
9273,,,,,Yakutat Community Health Center,Joe,Joe,Rachel,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,1/9 - Final Review 1/29,10/31/2024,,10/5/24,12/16/24,12/16/24,10/18/24,12/18/24,Not Applicable,1/28/25,1/9/25,1/29/25,,11/11/24,11/14/24,10/28/24,10/28/24,11/27/2024,11/26/2024,11/26/2024,11/27/2024,11/27/2024,11/27/2024,1/6/2025,,,1/17/2025,1/9/2025,1/29/2025,83,NA,30,-11,51,10,11/2/2024,1/29/2025,88,12/9/2024,1/29/2025,51,
10586,,,,,ACSI (Remote),,Joe,Dan,NA,Billed/Set Up,SRA (Renewal),On Track,1/28 - Final Review 1/31,11/14/2024,,12/10/24,12/31/24,1/10/25,12/17/24,1/16/25,Not Applicable,1/27/25,1/28/25,1/31/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,39,9,8,NA,NA,NA,1/7/2025,1/31/2025,24,,,,
10058,,,,,Kaizen Digital (Remote),Joe,Margaret,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,1/29 - Final Review 2/3,11/8/2024,,11/15/24,Not Applicable,Not Applicable,1/9/25,1/16/25,1/22/25,1/22/25,1/29/25,2/3/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,57,NA,5,NA,NA,NA,12/13/2024,2/3/2025,52,,,,
5837,,,,,Raleigh Neurology Associates,,Margaret,Dan,Dan,Billed/Set Up,SRA+Policy Build+NVA,On Track,2/18 - Final Review 2/20,11/7/2024,,12/10/24,12/10/24,1/16/25,12/17/24,2/6/25,Not Applicable,2/10/25,2/18/25,2/20/25,,12/10/24,12/20/24,12/20/24,12/20/24,12/20/2024,12/19/2024,12/20/2024,12/21/2024,12/23/2024,12/23/2024,12/23/2024,,,12/31/2025,1/13/2025,1/30/2025,53,28,3,9,2,268,1/7/2025,2/20/2025,44,1/7/2025,1/30/2025,23,
5725,,,,,Coulee Medical Center,,Joe,Dan,Dan,Billed/Set Up,SRA+NVA,On Track,2/5 - Final review 2/20,12/5/2024,,12/9/24,12/12/24,1/21/25,12/19/24,1/22/25,Not Applicable,2/20/25,2/5/25,2/20/25,,12/9/24,12/26/24,1/3/25,1/3/25,1/5/2025,1/5/2025,1/3/2025,1/5/2025,1/5/2025,1/22/2025,1/5/2025,,,2/17/2025,2/5/2025,2/20/2025,54,29,22,20,1,31,1/6/2025,2/20/2025,45,1/6/2025,2/20/2025,45,
10767,,,,,WSU College of Medicine,,Jordan,Jordan,NA,Billed/Set Up,SRA,On Track,2/28 - Final review 3/5,1/6/2025,,1/15/25,1/21/25,2/4/25,1/28/25,2/6/25,Not Applicable,2/14/25,2/19/25,3/5/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,36,11,7,NA,NA,NA,2/12/2025,3/5/2025,21,#VALUE!,Not Applicable,#VALUE!,
8995,,,,,NATIVE Health of Phoenix,Joe,Margaret,Margaret,Dan,Billed/Set Up,SRA+NVA (Renewal),On Track,3/6 - Final Review completed,10/11/2024,,11/4/24,12/5/24,12/17/24,11/6/24,12/19/24,Not Applicable,12/23/24,2/3/25,3/6/25,,11/4/24,12/12/24,12/11/24,12/20/24,12/21/2024,12/19/2024,12/21/2024,12/21/2024,1/9/2025,1/28/2025,12/20/2024,,,2/7/2025,2/3/2025,3/6/2025,89,9,3,35,1,36,12/2/2024,3/6/2025,94,,,,
10639,,,,,Canyon City Solutions,Amanda,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,3/5 - Final review 3/10,1/21/2025,,1/24/25,2/4/25,2/17/25,1/24/25,2/19/25,Not Applicable,3/10/25,3/10/25,3/10/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,32,10,14,NA,NA,NA,2/21/2025,3/10/2025,17,,,,
9006,,,,,North Cascade Cancer Center,Joe,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,2/27 - Final Review 3/14,1/7/2025,,1/17/25,2/6/25,2/6/25,1/17/25,2/13/25,Not Applicable,3/7/25,2/27/25,3/14/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,41,1,17,NA,NA,NA,2/14/2025,3/14/2025,28,,,,
3754,,,,,Treasure Valley Family Medicine,Joe,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,3/12 - Final Review 3/21,1/7/2025,,1/27/25,Not Applicable,Not Applicable,1/27/25,2/27/25,Not Applicable,3/14/25,3/12/25,3/21/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,40,NA,12,NA,NA,NA,2/24/2025,3/21/2025,25,,,,
10770,,,,,Key Rehab,,Joe,Summer,Rachel/Dan,Billed/Set Up,SRA+NVA,On Track,"3/7 - Final NVA scan complete; interpret data, Final SRA schedule for 3/25",2/5/2025,,2/6/25,2/7/25,2/18/25,2/5/25,2/20/25,3/7/25,3/24/25,3/4/25,3/25/25,,2/5/25,2/12/25,2/12/25,2/12/25,2/12/2025,2/12/2025,2/12/2025,2/12/2025,2/12/2025,2/12/2025,2/12/2025,,,3/21/2025,3/4/2025,3/25/2025,34,8,23,6,1,28,3/6/2025,3/25/2025,19,3/5/2025,3/25/2025,20,
9682,,,,,Doctors First Prof. Corp. DBA First Medical Associates,,Margaret,Margaret,Dan,Billed/Set Up,SRA+Policy Build+NVA,On Track,3/11 - Final Review 3/27,1/28/2025,,1/31/25,2/23/25,3/4/25,1/31/25,2/18/25,Not Applicable,3/7/25,3/11/25,3/27/25,,1/31/25,2/11/25,2/11/25,2/11/25,3/7/2025,3/7/2025,3/7/2025,3/7/2025,3/7/2025,3/7/2025,3/7/2025,,,3/21/2025,3/11/2025,3/27/2025,40,7,14,8,19,11,2/28/2025,3/27/2025,27,2/28/2025,3/27/2025,27,
,,,,,Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,12,14,11,9,47,,,46,,,#VALUE!,
,,,,,Q2 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8741,,,,,The Rose,Joe,Margaret,Margaret,Dan,Billed/Set Up,SRA (Renewal),On Track,3/20 - Scheduled Final Review for 4/4,9/21/2024,,1/7/25,1/7/25,2/24/25,1/7/25,2/26/25,3/17/25,3/26/25,3/20/25,4/4/25,,8/15/24,8/15/24,8/15/24,8/27/24,9/25/2024,8/27/2024,9/25/2024,9/25/2024,10/10/2024,10/10/2024,10/10/2024,,,12/6/2024,12/2/2024,12/12/2024,64,35,21,9,33,42,2/4/2025,4/4/2025,59,9/12/2024,12/12/2024,91,
9350,,,,,The Pain Center of Arizona,Joe,Jordan,Jordan,NA,Billed/Set Up,Policy Build,On Track,3/28 - Sent email to follow up and see if policies can be reviewed and project closed out,10/16/2024,,12/20/24,12/27/24,1/15/25,12/23/24,12/27/24,TBC,TBC,TBC,4/7/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,77,14,#VALUE!,,,,1/17/2025,4/7/2025,80,,,,
5947,,,,,Medication Review,Joe,Jordan,Dan,NA,Billed/Set Up,SRA (Renewal),On Track,"4/3 - Scheduled final review for Wednesday,  4/9",3/6/2024,,2/12/25,2/12/25,3/17/25,2/12/25,3/19/25,NA,4/7/25,4/3/25,4/9/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,41,24,14,NA,NA,NA,3/12/2025,4/9/2025,28,,,,
7600,,,,,American HealthCare Q1 NVA,Joe,NA,NA,Dan,Billed/Set Up,NVA,On Track,"4/4 - Scheduled final review for 4/10, sent email to close out access",3/3/2025,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4/10/25,,3/7/25,3/7/25,3/7/25,3/7/25,3/11/2025,3/10/2025,3/10/2025,3/11/2025,3/10/2025,3/10/2025,3/10/2025,,,4/4/2025,4/2/2025,4/10/2025,25,NA,#VALUE!,1,2,20,#VALUE!,4/10/2025,#VALUE!,,,,
5779,,,,,Weiser Memorial Hospital,Joe,Jordan,Jordan,Dan,Billed/Set Up,SRA+NVA (Renewal),On Track,4/15 - Final Review scheduled for 4/24,6/12/2024,,1/24/25,3/7/25,4/4/25,2/12/25,4/8/25,4/10/25,TBC,TBC,4/24/25,,3/20/25,3/17/25,3/25/25,3/27/25,3/27/2025,3/27/2025,3/25/2025,4/6/2025,3/27/2025,4/1/2025,3/27/2025,,,4/17/2025,4/15/2025,4/24/2025,65,21,#VALUE!,6,1,16,2/21/2025,4/24/2025,62,4/17/2025,4/24/2025,7,
10685,,,,,UPC Q1 NVA,Joe,Dan,NA,Dan,Billed/Set Up,NVA,On Track,4/18 - Rescheduled Final Review for 4/25,3/3/2025,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4/25/25,,3/12/25,3/12/25,3/12/25,3/12/25,3/14/2025,3/13/2025,3/13/2025,3/14/2025,3/13/2025,3/13/2025,3/13/2025,,,4/4/2025,4/9/2025,4/25/2025,33,NA,#VALUE!,1,2,17,#VALUE!,4/25/2025,#VALUE!,,,,
8477,,,,,Willapa Harbor,,Margaret,Margaret,NA,Billed/Set Up,Policy Build,On Track,4/21 - Completed policy build,4/8/2025,,4/21/25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4/23/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,3,,,,,,,,,,,,
10662,,,,,Nevada Primary Care Association,,Margaret,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,4/29 - Sent email to schedule final review,4/22/2024,,3/27/25,4/4/25,4/11/25,4/1/25,4/17/25,NA,TBC,TBC,4/30/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,25,,,,,,,,,,,,
5783,,,,,White Mountain Regional Medical Center,Joe,Joe,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,4/25 - Sent email to schedule final review,9/13/2023,,3/26/25,4/10/25,4/10/25,3/26/25,4/14/25,NA,TBC,TBC,4/30/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,26,1,#VALUE!,NA,NA,NA,4/23/2025,4/30/2025,7,,,,
10795,,,,,Camas Health Recovery Center,,Jordan,Jordan,Dan,Billed/Set Up,SRA+NVA,On Track,4/23 - Scheduled final review for 5/6,2/14/2025,,2/20/25,4/9/25,TBC,3/10/24,3/18/25,NA,TBC,TBC,5/6/25,,2/20/25,4/3/25,4/3/25,4/3/25,4/3/2025,4/4/2025,4/4/2025,4/4/2025,Not Applicable,Not Applicable,4/3/2025,,,5/2/2025,TBC,TBC,54,,,31,,,,,,,,,
10816,,,,,Glacier Community Health Center,,Margaret,Dan,NA,Billed/Set Up,SRA,On Track,5/6 - Sent email to schedule final review,3/28/2025,,4/2/25,4/3/25,4/25/25,4/11/25,4/29/25,TBC,TBC,TBC,5/9/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,28,,,,,,,,,,,,
6174,,,,,Kids Clinic,Joe,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,5/14 - Final review scheduled for 5/21,3/14/2025,,3/27/25,4/4/25,4/14/25,4/2/25,4/30/25,NA,5/20/25,5/14/25,5/21/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,40,7,#REF!,NA,NA,NA,4/24/2025,5/21/2025,27,,,,
3422,,,,,Frontier Behavioral Health,Amanda,Jordan,Dan,NA,Billed/Set Up,SRA (Renewal),On Track,5/6 - Sent email to schedule final review,12/2/2024,,3/12/25,4/10/25,4/18/25,3/31/25,4/21/25,NA,5/19/25,5/13/25,5/22/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,52,7,21,NA,NA,NA,4/9/2025,5/22/2025,43,,,,
6008,,,,,Keena Healthcare Technology,Joe,Margaret,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,5/13 - Final Review scheduled for 5/22,2/27/2025,,4/15/25,4/15/25,4/20/25,5/1/25,5/7/25,NA,5/19/25,5/13/25,5/22/25,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,28,4,9,NA,NA,NA,5/13/2025,5/22/2025,9,,,,
